sexo,idade,altura,peso,historico_obesidade_familia,consome_comida_calorica,consome_vegetais,n_refeicoes,come_entre_refeicoes,fuma,consumo_diario_agua,frequencia_atividade_fisica,tempo_usando_eletronicos,consumo_alcool,tipo_transporte
F,,1.617749,68.908136,sim,sim,1.188089,3.269088,as vezes,nao,2.039535,0.779686,1.043108,as vezes,transporte publico
F,21.001969,1.736215,132.145549,sim,sim,3.0,3.0,as vezes,nao,1.657541,1.672639,0.629285,as vezes,transporte publico
F,21.0,1.62,64.0,sim,nao,2.0,3.0,as vezes,nao,2.0,0.0,1.0,nao,transporte publico
F,25.765628,1.627839,108.10736,sim,sim,3.0,3.0,as vezes,nao,2.320068,0.045246,0.413106,as vezes,transporte publico
,20.074449,1.810427,152.217135,sim,,3.0,3.0,as vezes,nao,2.299156,1.699056,0.729722,as vezes,transporte publico
F,21.538225,1.610327,67.999778,sim,sim,1.887951,3.728377,nao,nao,2.682107,1.123931,0.492528,as vezes,transporte publico
F,19.0,1.63,58.0,nao,nao,3.0,3.0,as vezes,nao,2.0,0.0,0.0,nao,transporte publico
F,40.702771,1.548403,80.0,sim,sim,2.0,3.0,as vezes,nao,1.326165,0.0,0.0,as vezes,carro
F,21.909534,1.611356,68.06609,sim,sim,1.834155,3.995957,as vezes,nao,2.632871,1.236114,1.980875,as vezes,transporte publico
F,31.0,1.62,68.0,nao,nao,3.0,3.0,as vezes,nao,2.0,1.0,0.0,as vezes,carro
F,23.0,1.665199,83.15115,sim,sim,2.928234,1.458507,as vezes,nao,2.777379,0.354541,1.707018,nao,transporte publico
F,21.0,1.6,68.0,sim,sim,2.0,3.0,as vezes,nao,3.0,1.0,0.0,as vezes,transporte publico
M,22.0,1.74,75.0,sim,,3.0,3.0,frequentemente,nao,1.0,1.0,0.0,nao,carro
F,20.0,1.6,57.0,nao,nao,3.0,3.0,sempre,nao,2.0,1.0,0.0,nao,andando
M,20.803186,1.882533,117.468516,sim,sim,2.0,2.18162,as vezes,nao,2.325091,0.891444,1.223661,as vezes,transporte publico
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
M,21.0,1.709561,,sim,sim,2.0,3.0,as vezes,nao,1.636326,1.0,0.0,as vezes,transporte publico
M,18.0,1.74,64.0,sim,sim,3.0,4.0,as vezes,nao,1.0,2.0,0.0,as vezes,transporte publico
F,38.397463,1.552648,80.0,sim,sim,2.667676,1.135278,as vezes,nao,1.399629,1.648883,0.0,as vezes,carro
F,21.785351,1.675054,,sim,sim,2.929889,3.0,frequentemente,nao,2.792074,0.630944,1.366355,nao,transporte publico
M,28.39124,1.81006,87.286783,nao,sim,3.0,3.0,as vezes,nao,1.205633,2.0,0.0,nao,carro
F,18.0,1.59,40.0,sim,sim,2.0,1.0,frequentemente,nao,1.0,0.0,2.0,nao,transporte publico
F,19.0,1.556211,42.339767,,sim,3.0,2.0846,as vezes,nao,2.13755,0.196152,0.062488,nao,transporte publico
F,17.000433,1.584951,44.411801,nao,sim,2.737762,3.0,as vezes,nao,2.310921,2.240714,1.59257,as vezes,transporte publico
F,39.214514,1.580765,62.631382,sim,sim,2.487167,3.0,as vezes,nao,2.396977,0.577063,0.435072,as vezes,carro
F,20.323767,1.774207,138.143162,sim,sim,3.0,3.0,as vezes,nao,2.816052,1.571865,0.688058,as vezes,transporte publico
M,20.975973,1.792646,105.619143,sim,sim,2.0,3.0,as vezes,nao,1.025275,0.00203,0.175587,as vezes,transporte publico
M,24.000307,1.607939,100.618239,sim,sim,2.877743,1.311797,as vezes,nao,,0.182249,1.4312,nao,transporte publico
F,20.254534,1.56948,41.324558,nao,sim,2.392665,1.0,frequentemente,nao,1.0,0.0,0.738269,as vezes,transporte publico
F,40.993179,1.567756,79.493626,sim,sim,2.0,3.0,as vezes,nao,2.952506,0.0,0.0,nao,carro
F,23.728707,1.663509,80.0,sim,sim,2.0,3.0,as vezes,nao,2.13755,0.0,0.124977,nao,transporte publico
,27.562425,1.908608,128.828122,sim,sim,2.206276,3.0,as vezes,nao,1.813082,1.94984,0.0,as vezes,transporte publico
F,23.0,1.68,67.0,sim,sim,2.0,3.0,frequentemente,nao,1.0,,0.0,as vezes,transporte publico
F,20.438478,1.805803,153.149491,sim,sim,3.0,3.0,as vezes,nao,2.387991,0.850715,0.656491,as vezes,transporte publico
F,18.0,1.644682,68.392133,sim,sim,2.0,1.131695,as vezes,nao,1.344539,0.0,1.59257,nao,transporte publico
F,21.012569,1.758628,78.370039,sim,sim,3.0,1.0,as vezes,nao,2.0,2.971832,0.0,as vezes,transporte publico
F,20.850119,1.524926,42.0,nao,,2.866383,1.226342,frequentemente,nao,1.0,0.14495,0.0,as vezes,transporte publico
M,29.0,1.641784,89.424947,sim,sim,1.3307,3.0,as vezes,nao,1.880967,0.322013,0.0,as vezes,carro
M,18.0,1.86,110.0,sim,sim,2.0,1.0,as vezes,sim,2.0,1.0,2.0,as vezes,transporte publico
F,42.586285,,81.918809,sim,sim,2.522183,1.326982,as vezes,nao,1.872673,1.048507,0.0,nao,carro
M,,1.74,64.0,nao,nao,3.0,3.0,as vezes,nao,2.0,0.0,1.0,nao,transporte publico
F,19.0,1.5,50.0,nao,sim,2.0,3.0,frequentemente,nao,1.0,0.0,2.0,as vezes,transporte publico
M,19.515324,1.879144,112.932984,sim,sim,2.0,2.152733,as vezes,nao,2.53369,0.917563,1.285838,as vezes,transporte publico
F,24.449655,1.635062,113.277388,sim,sim,3.0,3.0,as vezes,nao,2.578038,0.165422,0.463196,as vezes,transporte publico
F,22.0,1.73,79.0,sim,sim,2.0,1.0,as vezes,nao,2.0,1.0,0.0,as vezes,transporte publico
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
F,21.238416,1.763847,133.937873,sim,sim,3.0,3.0,as vezes,nao,,1.46782,0.890527,as vezes,transporte publico
M,23.479181,1.680171,91.068054,sim,sim,1.220024,3.0,as vezes,nao,1.046254,0.520989,0.61599,nao,carro
M,18.0,1.788459,51.552595,nao,sim,2.897899,3.0,as vezes,nao,1.835545,1.162519,1.0,as vezes,transporte publico
M,21.0,1.75,50.0,sim,,3.0,4.0,frequentemente,nao,,1.0,0.0,nao,andando
F,24.449655,1.635062,113.277388,sim,sim,3.0,3.0,as vezes,nao,2.578038,0.165422,0.463196,as vezes,transporte publico
M,23.0,1.65,66.0,nao,nao,3.0,3.0,as vezes,nao,2.0,3.0,0.0,nao,transporte publico
F,21.849705,1.770612,133.963349,sim,sim,3.0,3.0,as vezes,nao,2.825629,1.399183,0.928972,as vezes,transporte publico
M,23.285553,1.717775,85.312639,sim,sim,2.951591,3.0,as vezes,nao,2.971557,0.0,0.947192,as vezes,transporte publico
,19.741202,1.816783,86.522799,sim,sim,2.0,3.0,as vezes,nao,2.177386,0.336814,0.004813,as vezes,transporte publico
M,30.595632,1.910672,129.232708,sim,sim,2.497548,3.0,as vezes,nao,1.362583,1.144076,0.173232,as vezes,transporte publico
M,,1.8,85.0,sim,nao,2.0,3.0,as vezes,nao,3.0,2.0,,as vezes,transporte publico
M,27.558801,1.801224,119.050381,sim,sim,2.744994,3.0,,nao,2.478838,0.684487,0.677909,as vezes,transporte publico
F,32.0,1.67,90.0,,sim,3.0,1.0,as vezes,nao,2.0,2.0,0.0,as vezes,carro
M,23.0,1.712556,75.480764,sim,sim,3.0,3.654061,as vezes,nao,1.229915,0.793489,1.597608,as vezes,transporte publico
F,40.789529,1.549748,,sim,sim,2.0,1.099151,as vezes,nao,1.687611,1.874662,0.0,as vezes,carro
M,21.0,1.76,78.0,sim,sim,3.0,1.0,as vezes,nao,2.0,,0.0,as vezes,andando
,24.0,1.77,76.0,nao,nao,2.0,3.0,as vezes,nao,3.0,1.0,1.0,as vezes,andando
M,17.0,1.844749,59.313525,sim,sim,2.432886,3.0,as vezes,nao,,2.697949,1.0,nao,carro
M,,1.74,64.0,nao,nao,3.0,3.0,as vezes,nao,2.0,0.0,1.0,nao,transporte publico
F,25.994949,1.593321,110.168166,sim,sim,3.0,3.0,as vezes,nao,2.447306,0.000454,0.486558,as vezes,transporte publico
F,20.0,1.56,51.5,,sim,2.0,3.0,frequentemente,nao,2.0,3.0,0.0,as vezes,transporte publico
F,18.177882,1.821566,142.102468,sim,sim,3.0,3.0,as vezes,nao,2.714949,1.999773,0.813784,as vezes,transporte publico
,19.850524,1.785062,104.187314,sim,sim,2.0,3.0,as vezes,nao,2.15157,1.605983,0.0,nao,transporte publico
F,18.0,1.58,48.0,nao,sim,2.0,3.0,as vezes,nao,2.0,1.0,0.0,nao,transporte publico
F,18.0,1.686904,90.004046,,sim,2.737149,3.0,as vezes,nao,1.997195,1.352663,0.468483,as vezes,transporte publico
F,26.0,1.622771,109.959714,sim,sim,3.0,3.0,as vezes,nao,2.679137,0.0,0.479348,as vezes,transporte publico
M,20.0,1.6,56.0,nao,sim,2.0,3.0,as vezes,nao,,1.0,0.0,as vezes,transporte publico
F,23.0,1.59,,sim,sim,2.0,1.0,frequentemente,nao,1.0,0.0,2.0,as vezes,transporte publico
,26.680376,1.812259,118.277657,sim,sim,2.239634,3.0,as vezes,nao,2.684264,0.979306,0.0,as vezes,transporte publico
M,25.696736,1.814696,107.55963,sim,sim,2.921225,,,nao,2.869439,0.181753,0.133523,as vezes,transporte publico
F,20.0,1.54,39.0,sim,sim,1.0,3.0,as vezes,nao,2.0,3.0,2.0,as vezes,transporte publico
M,23.0,1.87,95.0,sim,sim,1.0,3.0,frequentemente,nao,2.0,0.0,2.0,frequentemente,transporte publico
M,31.86893,1.75,118.102897,sim,sim,2.139196,3.0,as vezes,nao,2.04843,0.368026,0.360986,as vezes,
M,23.319635,1.84629,121.248035,sim,sim,3.0,2.695396,as vezes,nao,2.628816,0.975384,0.0,as vezes,transporte publico
F,18.0,1.456346,55.523481,nao,sim,2.0,3.0,as vezes,nao,1.040342,0.497373,1.783319,as vezes,transporte publico
M,37.765356,1.763582,117.86159,sim,sim,2.145114,2.888193,as vezes,nao,2.038128,0.852344,0.0,,carro
F,22.654316,1.621233,82.0,sim,sim,1.063449,1.0,as vezes,nao,2.0,0.0,1.482016,as vezes,transporte publico
F,36.0,1.65,,sim,,2.0,3.0,as vezes,nao,1.0,0.0,2.0,nao,carro
F,24.023972,1.599697,64.808022,nao,sim,2.903545,3.0,as vezes,nao,1.549931,0.0,0.273882,,transporte publico
M,23.0,1.72,66.0,sim,sim,2.0,3.0,as vezes,nao,2.0,0.0,1.0,as vezes,andando
F,18.270434,1.737165,76.699774,sim,sim,2.838969,3.0,as vezes,nao,2.425927,1.0,1.453335,frequentemente,transporte publico
F,21.768153,1.76416,133.888629,sim,sim,3.0,3.0,as vezes,nao,2.32502,1.441791,0.918468,as vezes,transporte publico
F,18.003153,1.729996,75.816864,sim,sim,2.992329,3.0,as vezes,nao,2.004908,1.0,1.405086,,transporte publico
M,22.0,1.67,,nao,sim,2.0,1.0,nao,nao,2.0,0.0,0.0,as vezes,transporte publico
M,37.207082,1.762921,118.40174,sim,sim,2.13683,2.993084,as vezes,nao,1.885926,0.615298,,as vezes,carro
M,31.190219,1.842812,125.973927,sim,sim,2.151335,3.0,as vezes,sim,1.491169,0.883542,0.527766,as vezes,transporte publico
F,22.422674,1.70011,50.173425,,sim,2.674431,3.0,frequentemente,nao,2.453384,1.321624,1.990617,nao,transporte publico
M,33.015258,1.73196,84.315608,,sim,2.0,3.0,as vezes,nao,2.205911,1.293396,0.0,,carro
M,21.017383,1.752391,79.109637,sim,sim,,1.0,as vezes,nao,2.0,2.57223,0.0,as vezes,carro
M,19.0,1.85,65.0,sim,nao,2.0,3.0,as vezes,nao,3.0,2.0,1.0,as vezes,bicicleta
M,24.82929,1.755967,112.256165,sim,sim,1.369529,3.0,as vezes,nao,2.0,1.596576,0.0026,as vezes,transporte publico
,23.572648,1.698346,75.0,sim,sim,2.0,3.0,as vezes,nao,2.0,0.345684,1.415536,as vezes,transporte publico
M,17.0,1.824414,59.295172,sim,sim,2.432302,3.0,as vezes,nao,2.0,2.349495,1.0,nao,carro
M,20.242237,1.75633,54.567343,sim,sim,2.0,3.98525,as vezes,nao,2.654078,2.113151,2.0,nao,transporte publico
F,20.254534,1.56948,41.324558,nao,sim,2.392665,1.0,frequentemente,nao,1.0,0.0,0.738269,as vezes,transporte publico
F,21.0,1.75,78.0,sim,nao,2.0,3.0,frequentemente,nao,2.0,0.0,2.0,frequentemente,transporte publico
F,25.795187,1.669039,104.593929,sim,sim,3.0,3.0,as vezes,nao,1.554925,0.209586,0.823069,as vezes,transporte publico
M,,1.69151,102.59518,sim,sim,2.680375,1.089048,as vezes,nao,1.366238,0.181324,1.041677,nao,
F,21.0,1.754497,77.956921,sim,sim,2.446872,2.372311,as vezes,nao,1.81031,0.094893,1.650778,as vezes,transporte publico
F,26.0,1.641601,111.830924,sim,,3.0,3.0,as vezes,nao,,0.0,0.196288,,transporte publico
F,19.717249,1.688426,49.660995,nao,nao,2.714447,3.0,frequentemente,nao,2.0,1.903182,1.0,as vezes,transporte publico
M,23.0,1.715118,81.650778,sim,sim,2.0,1.976744,as vezes,nao,1.628997,0.880584,1.127675,as vezes,transporte publico
M,29.721964,1.918859,129.991623,sim,sim,2.041376,3.0,as vezes,nao,1.120213,1.05545,0.0,as vezes,transporte publico
M,31.755387,1.775416,121.204668,sim,sim,2.758394,3.0,as vezes,nao,2.161303,0.428173,0.716327,as vezes,carro
F,30.0,1.71,82.0,sim,sim,3.0,4.0,,sim,1.0,0.0,0.0,nao,carro
,26.680376,1.812259,118.277657,sim,sim,2.239634,3.0,as vezes,nao,2.684264,0.979306,0.0,as vezes,transporte publico
,33.732714,1.679725,74.885222,sim,sim,3.0,1.13715,as vezes,nao,1.000695,0.261274,0.0,as vezes,carro
F,18.0,1.67,66.0,nao,,3.0,3.0,as vezes,nao,2.0,0.0,0.0,as vezes,transporte publico
F,23.252457,1.589616,65.127324,nao,sim,2.286146,2.961113,as vezes,nao,2.657303,1.91108,,as vezes,transporte publico
M,19.0,1.69,60.0,nao,sim,2.0,3.0,sempre,nao,1.0,1.0,1.0,as vezes,transporte publico
M,31.86893,1.75,118.102897,sim,sim,2.139196,3.0,as vezes,nao,2.04843,0.368026,0.360986,as vezes,
F,26.0,1.641849,111.682693,sim,sim,3.0,3.0,as vezes,nao,2.632253,0.0,0.244205,,transporte publico
F,19.94814,1.530884,39.371523,nao,sim,1.522001,3.0,as vezes,nao,1.98126,2.306844,0.720454,as vezes,transporte publico
F,21.305402,1.694952,133.76473,sim,sim,3.0,,as vezes,nao,1.338241,1.92628,0.886135,as vezes,transporte publico
F,39.12631,1.562889,76.65949,sim,sim,2.0,3.0,as vezes,nao,1.440526,0.0,0.0,as vezes,carro
F,24.317607,1.586751,79.109029,,sim,2.0,1.0,as vezes,nao,2.0,0.852446,0.0,nao,transporte publico
F,19.86997,1.520997,42.0,nao,sim,3.0,1.0,frequentemente,nao,1.527036,0.0,0.860497,,transporte publico
F,39.648946,1.572791,80.086524,sim,sim,2.071622,2.977909,as vezes,nao,1.468297,0.0,0.0,nao,carro
M,18.0,1.803527,108.251044,sim,sim,,1.709546,as vezes,nao,2.530157,1.0,0.6454,nao,transporte publico
M,35.389491,1.78,100.84763,sim,sim,2.069267,1.476204,as vezes,nao,3.0,,0.092736,frequentemente,carro
F,26.0,1.628909,106.875927,sim,sim,3.0,3.0,as vezes,nao,,0.0,0.540812,as vezes,transporte publico
M,18.88485,1.699667,79.67793,sim,nao,2.735297,2.157164,as vezes,nao,1.087166,0.110174,0.003695,nao,transporte publico
F,22.970655,1.751691,55.967655,sim,sim,2.478891,,frequentemente,nao,2.004126,2.0,0.327376,nao,transporte publico
F,21.01245,1.747773,127.902844,,sim,3.0,3.0,as vezes,nao,1.705218,0.390937,0.998646,as vezes,transporte publico
F,22.909992,1.700038,80.0,sim,sim,2.0,,as vezes,nao,2.0,0.973114,1.540298,nao,transporte publico
M,38.0,1.75,75.0,sim,nao,3.0,3.0,frequentemente,nao,1.0,3.0,1.0,nao,carro
M,32.867331,1.697421,103.017623,sim,sim,,2.175153,as vezes,nao,1.0,1.985536,0.0,nao,transporte publico
F,26.0,1.60937,105.407313,sim,sim,3.0,3.0,as vezes,nao,2.609052,0.0,0.54859,as vezes,transporte publico
M,23.0,1.735659,93.429205,sim,sim,2.0,3.0,as vezes,,1.249307,0.973465,1.0,nao,transporte publico
F,18.0,,58.0,sim,sim,2.0,3.0,as vezes,nao,3.0,3.0,0.0,nao,transporte publico
M,33.55336,1.699793,103.841672,sim,sim,2.576449,2.419656,as vezes,nao,1.0,1.982379,0.0,nao,transporte publico
M,20.803186,1.882533,117.468516,sim,sim,2.0,2.18162,as vezes,nao,2.325091,0.891444,1.223661,as vezes,transporte publico
F,22.39251,1.65563,121.205171,sim,sim,3.0,3.0,as vezes,nao,1.347559,0.462951,0.31794,,transporte publico
F,17.082867,1.640824,43.365005,nao,sim,2.815157,3.0,as vezes,nao,2.911187,2.595128,1.380204,as vezes,transporte publico
M,21.123048,1.717037,80.0,sim,sim,2.0,3.0,as vezes,nao,2.0,2.270555,1.343044,nao,transporte publico
F,25.12791,1.668537,112.555456,sim,sim,3.0,3.0,as vezes,nao,2.868679,,0.028583,as vezes,transporte publico
M,22.869778,1.795311,89.868784,sim,sim,1.57223,,as vezes,nao,2.0,0.0,0.552498,as vezes,transporte publico
F,25.748627,1.66877,104.774144,sim,sim,3.0,3.0,as vezes,nao,1.526416,0.180158,0.747909,as vezes,
F,40.0,1.58,63.0,nao,sim,2.0,3.0,frequentemente,nao,2.0,3.0,1.0,as vezes,transporte publico
M,,1.668553,94.454394,sim,sim,2.0,2.968098,as vezes,nao,2.0,0.0,1.292476,nao,transporte publico
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,
F,33.954433,1.682253,77.431678,sim,sim,3.0,2.049908,as vezes,nao,1.999882,1.637368,0.10724,nao,carro
M,31.398281,,101.544589,sim,sim,2.0,1.005391,as vezes,nao,2.001936,1.0,0.0,as vezes,transporte publico
M,38.748307,1.782067,103.586342,sim,sim,2.845961,1.92822,as vezes,nao,2.642273,2.999918,1.0,frequentemente,carro
M,30.554956,1.779136,120.60094,sim,sim,2.671238,3.0,as vezes,nao,2.145368,0.882709,0.593917,as vezes,carro
M,25.717522,1.673491,103.706181,sim,sim,2.668949,1.134321,as vezes,nao,1.279443,0.11243,1.135503,nao,transporte publico
F,19.0,1.65,82.0,sim,sim,3.0,3.0,as vezes,nao,1.0,0.0,1.0,as vezes,transporte publico
F,26.0,1.631547,111.588625,sim,sim,3.0,3.0,as vezes,nao,,0.0,0.252635,as vezes,transporte publico
F,23.444286,1.596466,44.594588,nao,nao,2.594653,1.882158,frequentemente,nao,1.916812,0.417119,0.0,nao,transporte publico
F,26.0,1.56,102.0,sim,sim,3.0,3.0,as vezes,,1.0,0.0,1.0,as vezes,transporte publico
F,31.386405,1.556579,,sim,sim,2.13683,2.092179,as vezes,nao,1.505381,0.0,0.0,as vezes,transporte publico
F,18.743587,1.789143,138.202869,sim,sim,3.0,3.0,as vezes,nao,2.83377,0.806422,0.672513,as vezes,transporte publico
F,,1.62093,81.718232,sim,sim,2.260543,1.374791,as vezes,nao,1.947935,0.0,0.078607,nao,transporte publico
M,29.883021,,112.438508,sim,sim,2.065752,3.0,as vezes,nao,2.078297,0.0,0.677354,as vezes,carro
M,22.0,1.84,84.0,sim,sim,3.0,3.0,frequentemente,nao,2.0,3.0,0.0,as vezes,transporte publico
F,25.930376,1.608808,102.083964,sim,sim,3.0,3.0,as vezes,nao,1.019684,0.026033,1.0,as vezes,transporte publico
M,37.186795,1.704877,107.94747,sim,sim,,3.985442,as vezes,nao,1.0,1.976582,0.0,nao,transporte publico
F,38.384177,1.698626,78.637307,sim,sim,3.0,3.0,as vezes,nao,2.503198,0.0,0.0,nao,carro
F,25.982113,1.627818,105.428628,sim,sim,3.0,3.0,as vezes,nao,1.48075,0.098043,0.663492,as vezes,transporte publico
M,18.0,1.767058,51.132809,sim,sim,2.708965,3.0,,nao,1.873004,1.21718,1.0,as vezes,transporte publico
M,17.06713,1.896734,59.895052,sim,sim,2.842102,3.34175,as vezes,nao,2.0,2.511157,0.560351,nao,carro
F,19.0,1.61,62.0,sim,sim,3.0,1.0,frequentemente,nao,2.0,1.0,,frequentemente,transporte publico
M,24.739421,1.757069,117.298233,sim,,1.392665,3.0,as vezes,nao,2.0,1.097983,0.630866,as vezes,transporte publico
F,21.334585,1.729045,131.529267,sim,sim,,3.0,as vezes,nao,1.302193,,0.94232,as vezes,transporte publico
M,29.906575,1.913252,129.232216,,,2.02472,3.0,as vezes,nao,1.800335,1.196368,0.0,as vezes,transporte publico
M,36.726617,1.787521,100.624553,sim,sim,,2.992606,as vezes,nao,,2.00123,0.36037,frequentemente,carro
F,22.0,1.65,60.0,,sim,,3.0,as vezes,nao,2.0,,0.0,as vezes,carro
M,21.948577,1.773594,105.000789,sim,sim,2.252653,3.0,,nao,2.962371,1.0,0.0,as vezes,transporte publico
F,30.0,1.65,71.0,sim,sim,2.0,3.0,as vezes,nao,1.0,0.0,0.0,as vezes,
,23.0,1.681314,80.037202,sim,sim,2.0,2.9796,as vezes,nao,1.964435,0.189957,1.73216,nao,transporte publico
F,25.902283,1.678658,104.954834,,sim,3.0,3.0,as vezes,nao,1.66616,0.210351,0.73421,as vezes,transporte publico
F,23.0,1.6,52.0,nao,sim,2.0,4.0,frequentemente,nao,2.0,2.0,1.0,as vezes,carro
F,23.426036,1.739991,,sim,sim,3.0,3.0,as vezes,nao,2.837797,1.343875,0.803156,as vezes,transporte publico
F,18.0,1.6,83.0,sim,sim,2.0,3.0,as vezes,nao,2.0,1.0,0.0,nao,transporte publico
M,17.0,1.7,98.0,sim,nao,2.0,3.0,as vezes,nao,2.0,0.0,1.0,as vezes,carro
M,,1.835643,58.854416,sim,sim,3.0,3.0,as vezes,nao,2.027984,1.661556,0.114716,as vezes,carro
M,18.0,1.7,90.0,nao,sim,3.0,3.0,as vezes,nao,2.0,2.0,0.0,as vezes,transporte publico
M,25.66668,1.79858,117.93329,sim,sim,2.037042,3.0,as vezes,nao,2.43699,1.016254,0.020044,as vezes,
M,29.0,1.77,83.0,nao,sim,1.0,4.0,frequentemente,nao,3.0,0.0,1.0,nao,moto
F,26.0,1.641849,111.682693,sim,sim,3.0,3.0,as vezes,nao,2.632253,0.0,0.244205,,transporte publico
F,23.586058,1.700499,81.108599,sim,sim,2.042762,2.9774,as vezes,nao,1.522426,0.501417,1.029135,as vezes,transporte publico
M,23.0,1.701584,75.093569,sim,sim,3.0,3.205009,as vezes,nao,2.643468,0.998039,1.898139,as vezes,transporte publico
F,21.082384,1.486484,60.117993,sim,nao,2.0,1.104642,as vezes,nao,1.0,,0.969097,nao,transporte publico
F,37.524551,1.567915,,sim,sim,2.0,3.0,as vezes,nao,2.102976,0.0,0.0,as vezes,carro
M,19.0,1.7,,sim,nao,2.0,3.0,frequentemente,nao,2.0,1.0,0.0,nao,transporte publico
M,31.783524,1.672959,90.0,sim,sim,2.949242,1.782109,as vezes,nao,2.210997,1.992719,0.0,as vezes,carro
M,23.807181,1.729177,82.52724,sim,sim,2.742796,2.937607,as vezes,nao,1.99467,1.0,0.023564,as vezes,transporte publico
M,18.014333,1.751029,80.0,sim,sim,,2.805436,as vezes,nao,2.122884,0.045651,0.017225,frequentemente,transporte publico
F,19.0,1.69,70.0,sim,nao,2.0,1.0,nao,nao,2.0,2.0,0.0,nao,transporte publico
F,20.0,1.5,44.0,nao,sim,2.0,3.0,as vezes,nao,1.0,0.0,0.0,as vezes,carro
M,22.969366,1.701634,95.0,sim,sim,2.0,3.0,,nao,2.133469,1.030199,1.082838,nao,transporte publico
M,18.0,1.73,70.0,nao,sim,3.0,3.0,frequentemente,nao,1.0,2.0,1.0,as vezes,transporte publico
M,26.288417,1.767806,82.694689,sim,sim,1.947405,3.118013,as vezes,nao,2.136159,0.783963,0.88868,nao,transporte publico
M,20.0,1.6,50.0,sim,nao,2.0,4.0,frequentemente,sim,2.0,3.0,2.0,nao,transporte publico
M,20.027764,1.611434,103.175516,sim,sim,2.983042,1.109956,as vezes,nao,1.430444,0.0,1.690901,nao,transporte publico
M,30.945369,1.759647,120.009392,sim,sim,2.766612,3.0,as vezes,nao,2.173417,1.089344,1.198439,as vezes,carro
F,25.0,1.57,55.0,nao,sim,2.0,1.0,,nao,2.0,2.0,0.0,as vezes,transporte publico
M,22.582371,1.753081,95.269089,sim,sim,2.0,3.0,as vezes,nao,3.0,3.0,2.0,nao,transporte publico
M,19.179932,1.637537,70.0,sim,sim,2.0,1.030416,as vezes,nao,2.118716,0.529259,0.0,nao,
M,30.304203,1.703202,103.0344,sim,sim,2.754645,2.175432,as vezes,nao,1.541733,0.358709,1.0739,nao,transporte publico
M,21.0,1.82,72.0,sim,sim,1.0,3.0,frequentemente,nao,3.0,2.0,0.0,as vezes,transporte publico
M,25.0,1.7,83.0,sim,sim,2.0,3.0,frequentemente,nao,2.0,0.0,1.0,as vezes,transporte publico
F,23.090215,1.596586,80.726195,sim,sim,1.518966,1.0,as vezes,nao,2.0,0.0,1.094046,nao,
,19.035557,1.682594,127.427458,sim,sim,3.0,3.0,as vezes,nao,1.441289,1.425712,0.662277,as vezes,transporte publico
M,20.720639,1.705304,99.873716,sim,sim,2.0,,as vezes,nao,2.0,0.0,1.917679,nao,transporte publico
F,19.462713,1.550122,69.936073,sim,nao,2.501683,3.394788,as vezes,nao,1.337378,0.932888,1.0,nao,transporte publico
F,21.334585,1.729045,131.529267,sim,sim,,3.0,as vezes,nao,1.302193,,0.94232,as vezes,transporte publico
M,23.329344,1.751365,95.290429,sim,sim,2.0,3.0,as vezes,nao,3.0,3.0,2.0,nao,transporte publico
F,21.0,1.53,53.0,nao,sim,3.0,3.0,as vezes,nao,2.0,2.0,1.0,as vezes,transporte publico
,20.820455,1.547066,67.473282,sim,nao,2.303656,3.0,as vezes,nao,1.163111,1.926381,1.119877,nao,transporte publico
M,29.891473,1.76003,,sim,,2.262292,3.0,as vezes,nao,2.115354,0.0,0.847587,as vezes,carro
F,20.0,1.58,53.5,sim,sim,,1.0,frequentemente,nao,2.0,1.0,1.0,as vezes,transporte publico
F,19.885655,1.763343,133.952675,sim,sim,3.0,3.0,as vezes,nao,2.835622,1.419473,0.816986,as vezes,transporte publico
M,17.729923,1.732862,51.216463,,sim,2.051283,2.645858,as vezes,nao,2.35752,0.291309,0.897942,as vezes,transporte publico
F,21.633056,1.754174,133.783955,sim,sim,3.0,3.0,as vezes,nao,1.94595,1.493018,0.906611,as vezes,transporte publico
F,26.0,1.56,102.0,sim,sim,3.0,3.0,as vezes,,1.0,0.0,1.0,as vezes,transporte publico
M,36.67933,1.780725,98.790167,sim,sim,2.540949,1.116401,as vezes,nao,2.929123,2.787319,,frequentemente,carro
F,37.597953,1.62901,80.0,,sim,2.450784,2.952821,as vezes,,1.335192,0.180276,0.0,as vezes,carro
,21.0,1.61,54.5,sim,sim,3.0,3.0,as vezes,nao,3.0,0.0,1.0,as vezes,andando
F,16.0,1.6,57.0,nao,sim,3.0,3.0,as vezes,nao,1.0,3.0,0.0,,transporte publico
F,20.81158,1.741193,128.763843,sim,sim,3.0,3.0,as vezes,nao,1.768111,0.616503,0.968151,as vezes,transporte publico
M,,1.814182,85.301029,sim,sim,2.923916,3.335876,as vezes,nao,,1.305633,0.311436,as vezes,transporte publico
M,29.409825,1.801224,108.15619,sim,sim,2.385502,2.883984,as vezes,nao,2.140544,1.144876,1.767468,as vezes,carro
F,25.895546,1.626179,110.074019,sim,sim,3.0,3.0,as vezes,nao,1.967707,0.01437,0.434073,as vezes,transporte publico
